[MLP]   svm_data_20260507_133636.csv                       24741샘플
[MLP] CSV 로드  →  총 24741샘플
[MLP] 로드 완료 | 전체: 24741개  (배경: 12371, 사람: 12370)
[MLP] 특징 모드: ESP32 (14개)
[MLP] 학습: 19792개 (80%)  검증: 4949개 (20%)  [비율고정: 유지 | 분리시드: 42]
[MLP] 스케일러: StandardScaler (z-score)
[MLP] ━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
[MLP]  디바이스: cpu
[MLP]  구조: 14 → 64 → 32 → 2
[MLP]  에폭: 1000  배치: 128  LR: 2.00e-03  Dropout: 0.2
[MLP]  Early Stop: 비활성화
[MLP]  LR 스케줄러: patience=50  factor=0.5  min_lr=1e-6
[MLP]  검증 비율: 20%  분리 비율고정: 유지  분리 시드: 42
[MLP]  스케일러: StandardScaler  특징 모드: ESP32
[MLP]  사용 특징 (14개): SPECTRAL_BANDWIDTH, PEAK_COUNT, MID_RATIO, SECOND_PEAK_FREQ, KURTOSIS, CENTROID, PEAK_FREQ, LOW_RATIO, RMS, PEAK_TO_AVG_E, HIGH_RATIO, PEAK1_TO_PEAK2_RATIO, SKEWNESS, SPECTRAL_FLATNESS
[MLP] ━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
  에폭   1/1000 | 손실: 0.5985 | 학습: 66.8% | 검증: 65.5% | lr: 2.00e-03 | 0.3s ★
  에폭  64/1000 | 손실: 0.4998 | 학습: 77.1% | 검증: 74.1% | lr: 2.00e-03 | 0.3s
  에폭  65/1000 | 손실: 0.4992 | 학습: 76.8% | 검증: 74.6% | lr: 2.00e-03 | 0.3s ★
  에폭  66/1000 | 손실: 0.4989 | 학습: 77.6% | 검증: 74.9% | lr: 2.00e-03 | 0.3s ★
  에폭  67/1000 | 손실: 0.4975 | 학습: 77.8% | 검증: 74.7% | lr: 2.00e-03 | 0.3s
  에폭  68/1000 | 손실: 0.4980 | 학습: 77.1% | 검증: 73.9% | lr: 2.00e-03 | 0.3s
  에폭  69/1000 | 손실: 0.4944 | 학습: 77.3% | 검증: 74.3% | lr: 2.00e-03 | 0.3s
  에폭  70/1000 | 손실: 0.4981 | 학습: 77.7% | 검증: 74.6% | lr: 2.00e-03 | 0.3s
  에폭  71/1000 | 손실: 0.5005 | 학습: 77.7% | 검증: 74.6% | lr: 2.00e-03 | 0.3s
  에폭  72/1000 | 손실: 0.4948 | 학습: 77.9% | 검증: 75.1% | lr: 2.00e-03 | 0.4s ★
  에폭  73/1000 | 손실: 0.4956 | 학습: 77.7% | 검증: 74.8% | lr: 2.00e-03 | 0.3s
  에폭  74/1000 | 손실: 0.4943 | 학습: 77.9% | 검증: 74.8% | lr: 2.00e-03 | 0.3s
  에폭  75/1000 | 손실: 0.4969 | 학습: 77.0% | 검증: 73.9% | lr: 2.00e-03 | 0.3s
  에폭  76/1000 | 손실: 0.4971 | 학습: 78.0% | 검증: 75.3% | lr: 2.00e-03 | 0.3s ★
  에폭  77/1000 | 손실: 0.4950 | 학습: 77.6% | 검증: 74.2% | lr: 2.00e-03 | 0.3s
  에폭  78/1000 | 손실: 0.4960 | 학습: 77.7% | 검증: 75.0% | lr: 2.00e-03 | 0.3s
  에폭  79/1000 | 손실: 0.4936 | 학습: 78.0% | 검증: 74.8% | lr: 2.00e-03 | 0.3s
  에폭  80/1000 | 손실: 0.4952 | 학습: 77.6% | 검증: 74.5% | lr: 2.00e-03 | 0.3s
  에폭  81/1000 | 손실: 0.4941 | 학습: 78.1% | 검증: 75.3% | lr: 2.00e-03 | 0.3s ★
  에폭  82/1000 | 손실: 0.4902 | 학습: 77.8% | 검증: 75.3% | lr: 2.00e-03 | 0.3s
  에폭  83/1000 | 손실: 0.4910 | 학습: 77.9% | 검증: 75.0% | lr: 2.00e-03 | 0.3s
  에폭  84/1000 | 손실: 0.4887 | 학습: 78.6% | 검증: 75.5% | lr: 2.00e-03 | 0.3s ★
  에폭  85/1000 | 손실: 0.4896 | 학습: 78.3% | 검증: 75.2% | lr: 2.00e-03 | 0.3s
  에폭  86/1000 | 손실: 0.4899 | 학습: 78.6% | 검증: 75.7% | lr: 2.00e-03 | 0.3s ★
  에폭  87/1000 | 손실: 0.4898 | 학습: 78.3% | 검증: 75.7% | lr: 2.00e-03 | 0.3s
  에폭  88/1000 | 손실: 0.4913 | 학습: 78.7% | 검증: 75.6% | lr: 2.00e-03 | 0.3s
  에폭  89/1000 | 손실: 0.4907 | 학습: 78.6% | 검증: 75.6% | lr: 2.00e-03 | 0.3s
  에폭  90/1000 | 손실: 0.4921 | 학습: 78.6% | 검증: 75.4% | lr: 2.00e-03 | 0.3s
  에폭  91/1000 | 손실: 0.4892 | 학습: 78.4% | 검증: 75.5% | lr: 2.00e-03 | 0.3s
  에폭  92/1000 | 손실: 0.4884 | 학습: 78.9% | 검증: 75.9% | lr: 2.00e-03 | 0.3s ★
  에폭  93/1000 | 손실: 0.4912 | 학습: 78.7% | 검증: 76.0% | lr: 2.00e-03 | 0.3s ★
  에폭  94/1000 | 손실: 0.4932 | 학습: 78.6% | 검증: 75.8% | lr: 2.00e-03 | 0.3s
  에폭  95/1000 | 손실: 0.4866 | 학습: 78.5% | 검증: 76.1% | lr: 2.00e-03 | 0.3s ★
  에폭  96/1000 | 손실: 0.4914 | 학습: 78.5% | 검증: 76.2% | lr: 2.00e-03 | 0.3s ★
  에폭  97/1000 | 손실: 0.4867 | 학습: 77.8% | 검증: 75.5% | lr: 2.00e-03 | 0.3s
  에폭  98/1000 | 손실: 0.4871 | 학습: 78.4% | 검증: 75.7% | lr: 2.00e-03 | 0.4s
  에폭  99/1000 | 손실: 0.4844 | 학습: 78.9% | 검증: 76.0% | lr: 2.00e-03 | 0.3s
  에폭 100/1000 | 손실: 0.4912 | 학습: 78.5% | 검증: 75.6% | lr: 2.00e-03 | 0.3s
  에폭 101/1000 | 손실: 0.4884 | 학습: 78.7% | 검증: 76.1% | lr: 2.00e-03 | 0.3s
  에폭 102/1000 | 손실: 0.4858 | 학습: 78.8% | 검증: 76.5% | lr: 2.00e-03 | 0.3s ★
  에폭 103/1000 | 손실: 0.4877 | 학습: 79.3% | 검증: 76.7% | lr: 2.00e-03 | 0.3s ★
  에폭 104/1000 | 손실: 0.4883 | 학습: 78.8% | 검증: 76.1% | lr: 2.00e-03 | 0.3s
  에폭 105/1000 | 손실: 0.4886 | 학습: 78.8% | 검증: 76.2% | lr: 2.00e-03 | 0.3s
  에폭 106/1000 | 손실: 0.4840 | 학습: 79.1% | 검증: 76.5% | lr: 2.00e-03 | 0.3s
  에폭 107/1000 | 손실: 0.4848 | 학습: 79.0% | 검증: 76.4% | lr: 2.00e-03 | 0.3s
  에폭 108/1000 | 손실: 0.4880 | 학습: 79.2% | 검증: 76.0% | lr: 2.00e-03 | 0.3s
  에폭 109/1000 | 손실: 0.4814 | 학습: 79.0% | 검증: 76.0% | lr: 2.00e-03 | 0.3s
  에폭 110/1000 | 손실: 0.4817 | 학습: 78.7% | 검증: 76.0% | lr: 2.00e-03 | 0.3s
  에폭 111/1000 | 손실: 0.4813 | 학습: 79.2% | 검증: 76.6% | lr: 2.00e-03 | 0.3s
  에폭 112/1000 | 손실: 0.4845 | 학습: 79.6% | 검증: 76.4% | lr: 2.00e-03 | 0.3s
  에폭 113/1000 | 손실: 0.4823 | 학습: 79.2% | 검증: 76.2% | lr: 2.00e-03 | 0.3s
  에폭 114/1000 | 손실: 0.4843 | 학습: 79.5% | 검증: 76.4% | lr: 2.00e-03 | 0.3s
  에폭 115/1000 | 손실: 0.4824 | 학습: 79.4% | 검증: 77.1% | lr: 2.00e-03 | 0.3s ★
  에폭 116/1000 | 손실: 0.4795 | 학습: 78.6% | 검증: 75.5% | lr: 2.00e-03 | 0.3s
  에폭 117/1000 | 손실: 0.4856 | 학습: 79.7% | 검증: 77.0% | lr: 2.00e-03 | 0.3s
  에폭 118/1000 | 손실: 0.4830 | 학습: 78.9% | 검증: 76.6% | lr: 2.00e-03 | 0.3s
  에폭 119/1000 | 손실: 0.4800 | 학습: 79.6% | 검증: 77.0% | lr: 2.00e-03 | 0.3s
  에폭 120/1000 | 손실: 0.4789 | 학습: 79.7% | 검증: 76.9% | lr: 2.00e-03 | 0.3s
  에폭 121/1000 | 손실: 0.4788 | 학습: 80.0% | 검증: 76.7% | lr: 2.00e-03 | 0.3s
  에폭 122/1000 | 손실: 0.4788 | 학습: 79.6% | 검증: 76.7% | lr: 2.00e-03 | 0.3s
  에폭 123/1000 | 손실: 0.4801 | 학습: 79.4% | 검증: 76.6% | lr: 2.00e-03 | 0.3s
  에폭 124/1000 | 손실: 0.4835 | 학습: 80.0% | 검증: 77.5% | lr: 2.00e-03 | 0.3s ★
  에폭 125/1000 | 손실: 0.4809 | 학습: 79.3% | 검증: 76.2% | lr: 2.00e-03 | 0.3s
  에폭 126/1000 | 손실: 0.4764 | 학습: 79.4% | 검증: 76.6% | lr: 2.00e-03 | 0.3s
  에폭 127/1000 | 손실: 0.4819 | 학습: 80.1% | 검증: 77.3% | lr: 2.00e-03 | 0.3s
  에폭 128/1000 | 손실: 0.4766 | 학습: 79.3% | 검증: 76.2% | lr: 2.00e-03 | 0.3s
  에폭 129/1000 | 손실: 0.4783 | 학습: 79.5% | 검증: 76.6% | lr: 2.00e-03 | 0.3s
  에폭 130/1000 | 손실: 0.4784 | 학습: 79.4% | 검증: 77.1% | lr: 2.00e-03 | 0.3s
  에폭 131/1000 | 손실: 0.4772 | 학습: 79.7% | 검증: 77.4% | lr: 2.00e-03 | 0.3s
  에폭 132/1000 | 손실: 0.4776 | 학습: 79.5% | 검증: 77.1% | lr: 2.00e-03 | 0.3s
  에폭 133/1000 | 손실: 0.4799 | 학습: 79.8% | 검증: 77.2% | lr: 2.00e-03 | 0.3s
  에폭 134/1000 | 손실: 0.4763 | 학습: 79.8% | 검증: 76.7% | lr: 2.00e-03 | 0.3s
  에폭 135/1000 | 손실: 0.4765 | 학습: 80.1% | 검증: 77.0% | lr: 2.00e-03 | 0.3s
  에폭 136/1000 | 손실: 0.4775 | 학습: 79.6% | 검증: 77.0% | lr: 2.00e-03 | 0.3s
  에폭 137/1000 | 손실: 0.4768 | 학습: 80.0% | 검증: 76.6% | lr: 2.00e-03 | 0.3s
  에폭 138/1000 | 손실: 0.4743 | 학습: 80.1% | 검증: 77.0% | lr: 2.00e-03 | 0.3s
  에폭 139/1000 | 손실: 0.4784 | 학습: 80.0% | 검증: 76.9% | lr: 2.00e-03 | 0.4s
  에폭 140/1000 | 손실: 0.4746 | 학습: 80.3% | 검증: 77.2% | lr: 2.00e-03 | 0.3s
  에폭 141/1000 | 손실: 0.4777 | 학습: 80.2% | 검증: 77.3% | lr: 2.00e-03 | 0.3s
  에폭 142/1000 | 손실: 0.4764 | 학습: 79.8% | 검증: 77.0% | lr: 2.00e-03 | 0.3s
  에폭 143/1000 | 손실: 0.4741 | 학습: 79.7% | 검증: 76.4% | lr: 2.00e-03 | 0.3s
  에폭 144/1000 | 손실: 0.4747 | 학습: 80.0% | 검증: 76.8% | lr: 2.00e-03 | 0.3s
  에폭 145/1000 | 손실: 0.4728 | 학습: 80.0% | 검증: 76.8% | lr: 2.00e-03 | 0.3s
  에폭 146/1000 | 손실: 0.4738 | 학습: 80.2% | 검증: 77.5% | lr: 2.00e-03 | 0.3s
  에폭 147/1000 | 손실: 0.4731 | 학습: 80.0% | 검증: 76.9% | lr: 2.00e-03 | 0.3s
  에폭 148/1000 | 손실: 0.4735 | 학습: 79.8% | 검증: 76.9% | lr: 2.00e-03 | 0.3s
  에폭 149/1000 | 손실: 0.4734 | 학습: 80.1% | 검증: 77.0% | lr: 2.00e-03 | 0.3s
  에폭 150/1000 | 손실: 0.4747 | 학습: 80.0% | 검증: 76.7% | lr: 2.00e-03 | 0.3s
  에폭 151/1000 | 손실: 0.4714 | 학습: 80.4% | 검증: 77.8% | lr: 2.00e-03 | 0.3s ★
  에폭 152/1000 | 손실: 0.4773 | 학습: 80.2% | 검증: 77.4% | lr: 2.00e-03 | 0.3s
  에폭 153/1000 | 손실: 0.4717 | 학습: 80.7% | 검증: 77.8% | lr: 2.00e-03 | 0.3s ★
  에폭 154/1000 | 손실: 0.4692 | 학습: 80.5% | 검증: 77.9% | lr: 2.00e-03 | 0.3s ★
  에폭 155/1000 | 손실: 0.4726 | 학습: 80.2% | 검증: 76.9% | lr: 2.00e-03 | 0.3s
  에폭 156/1000 | 손실: 0.4750 | 학습: 80.1% | 검증: 77.3% | lr: 2.00e-03 | 0.3s
  에폭 157/1000 | 손실: 0.4738 | 학습: 80.0% | 검증: 77.2% | lr: 2.00e-03 | 0.3s
  에폭 158/1000 | 손실: 0.4720 | 학습: 79.4% | 검증: 76.2% | lr: 2.00e-03 | 0.3s
  에폭 159/1000 | 손실: 0.4743 | 학습: 80.4% | 검증: 77.1% | lr: 2.00e-03 | 0.3s
  에폭 160/1000 | 손실: 0.4756 | 학습: 80.5% | 검증: 76.9% | lr: 2.00e-03 | 0.3s
  에폭 161/1000 | 손실: 0.4749 | 학습: 80.3% | 검증: 76.9% | lr: 2.00e-03 | 0.3s
  에폭 162/1000 | 손실: 0.4711 | 학습: 80.4% | 검증: 77.5% | lr: 2.00e-03 | 0.3s
  에폭 163/1000 | 손실: 0.4703 | 학습: 80.3% | 검증: 77.1% | lr: 2.00e-03 | 0.3s
  에폭 164/1000 | 손실: 0.4700 | 학습: 80.1% | 검증: 76.8% | lr: 2.00e-03 | 0.3s
  에폭 165/1000 | 손실: 0.4734 | 학습: 80.2% | 검증: 77.2% | lr: 2.00e-03 | 0.3s
  에폭 166/1000 | 손실: 0.4698 | 학습: 80.7% | 검증: 77.3% | lr: 2.00e-03 | 0.3s
  에폭 167/1000 | 손실: 0.4717 | 학습: 80.4% | 검증: 77.2% | lr: 2.00e-03 | 0.3s
  에폭 168/1000 | 손실: 0.4688 | 학습: 80.8% | 검증: 77.6% | lr: 2.00e-03 | 0.3s
  에폭 169/1000 | 손실: 0.4743 | 학습: 80.4% | 검증: 77.4% | lr: 2.00e-03 | 0.3s
  에폭 170/1000 | 손실: 0.4660 | 학습: 80.5% | 검증: 77.2% | lr: 2.00e-03 | 0.3s
  에폭 171/1000 | 손실: 0.4710 | 학습: 81.0% | 검증: 78.1% | lr: 2.00e-03 | 0.3s ★
  에폭 172/1000 | 손실: 0.4711 | 학습: 80.7% | 검증: 77.7% | lr: 2.00e-03 | 0.3s
  에폭 173/1000 | 손실: 0.4688 | 학습: 81.1% | 검증: 78.0% | lr: 2.00e-03 | 0.4s
  에폭 174/1000 | 손실: 0.4719 | 학습: 80.0% | 검증: 76.4% | lr: 2.00e-03 | 0.3s
  에폭 175/1000 | 손실: 0.4691 | 학습: 80.6% | 검증: 77.6% | lr: 2.00e-03 | 0.3s
  에폭 176/1000 | 손실: 0.4755 | 학습: 80.8% | 검증: 77.6% | lr: 2.00e-03 | 0.3s
  에폭 177/1000 | 손실: 0.4671 | 학습: 80.7% | 검증: 77.5% | lr: 2.00e-03 | 0.3s
  에폭 178/1000 | 손실: 0.4716 | 학습: 80.6% | 검증: 77.7% | lr: 2.00e-03 | 0.3s
  에폭 179/1000 | 손실: 0.4694 | 학습: 81.1% | 검증: 77.6% | lr: 2.00e-03 | 0.3s
  에폭 180/1000 | 손실: 0.4671 | 학습: 81.2% | 검증: 77.7% | lr: 2.00e-03 | 0.3s
  에폭 181/1000 | 손실: 0.4689 | 학습: 81.1% | 검증: 78.1% | lr: 2.00e-03 | 0.3s
  에폭 182/1000 | 손실: 0.4699 | 학습: 80.4% | 검증: 77.5% | lr: 2.00e-03 | 0.3s
  에폭 183/1000 | 손실: 0.4713 | 학습: 80.8% | 검증: 77.5% | lr: 2.00e-03 | 0.3s
  에폭 184/1000 | 손실: 0.4694 | 학습: 80.9% | 검증: 77.6% | lr: 2.00e-03 | 0.3s
  에폭 185/1000 | 손실: 0.4681 | 학습: 81.0% | 검증: 78.2% | lr: 2.00e-03 | 0.3s ★
  에폭 186/1000 | 손실: 0.4683 | 학습: 81.1% | 검증: 78.0% | lr: 2.00e-03 | 0.3s
  에폭 187/1000 | 손실: 0.4708 | 학습: 81.0% | 검증: 78.6% | lr: 2.00e-03 | 0.3s ★
  에폭 188/1000 | 손실: 0.4666 | 학습: 80.8% | 검증: 78.0% | lr: 2.00e-03 | 0.3s
  에폭 189/1000 | 손실: 0.4715 | 학습: 81.4% | 검증: 78.1% | lr: 2.00e-03 | 0.3s
  에폭 190/1000 | 손실: 0.4655 | 학습: 81.2% | 검증: 78.4% | lr: 2.00e-03 | 0.3s
  에폭 191/1000 | 손실: 0.4641 | 학습: 81.3% | 검증: 78.3% | lr: 2.00e-03 | 0.3s
  에폭 192/1000 | 손실: 0.4666 | 학습: 80.1% | 검증: 77.0% | lr: 2.00e-03 | 0.3s
  에폭 193/1000 | 손실: 0.4650 | 학습: 80.9% | 검증: 77.9% | lr: 2.00e-03 | 0.3s
  에폭 194/1000 | 손실: 0.4621 | 학습: 80.6% | 검증: 77.7% | lr: 2.00e-03 | 0.3s
  에폭 195/1000 | 손실: 0.4692 | 학습: 81.3% | 검증: 78.0% | lr: 2.00e-03 | 0.3s
  에폭 196/1000 | 손실: 0.4658 | 학습: 80.7% | 검증: 77.7% | lr: 2.00e-03 | 0.3s
  에폭 197/1000 | 손실: 0.4645 | 학습: 81.3% | 검증: 78.0% | lr: 2.00e-03 | 0.3s
  에폭 198/1000 | 손실: 0.4683 | 학습: 80.9% | 검증: 78.2% | lr: 2.00e-03 | 0.3s
  에폭 199/1000 | 손실: 0.4667 | 학습: 81.2% | 검증: 77.9% | lr: 2.00e-03 | 0.3s
  에폭 200/1000 | 손실: 0.4690 | 학습: 80.6% | 검증: 77.8% | lr: 2.00e-03 | 0.3s
  에폭 201/1000 | 손실: 0.4688 | 학습: 81.1% | 검증: 77.8% | lr: 2.00e-03 | 0.3s
  에폭 202/1000 | 손실: 0.4696 | 학습: 81.0% | 검증: 77.7% | lr: 2.00e-03 | 0.3s
  에폭 203/1000 | 손실: 0.4658 | 학습: 80.9% | 검증: 78.2% | lr: 2.00e-03 | 0.3s
  에폭 204/1000 | 손실: 0.4660 | 학습: 81.1% | 검증: 78.1% | lr: 2.00e-03 | 0.3s
  에폭 205/1000 | 손실: 0.4669 | 학습: 81.2% | 검증: 78.2% | lr: 2.00e-03 | 0.3s
  에폭 206/1000 | 손실: 0.4676 | 학습: 81.0% | 검증: 78.1% | lr: 2.00e-03 | 0.3s
  에폭 207/1000 | 손실: 0.4673 | 학습: 81.4% | 검증: 78.6% | lr: 2.00e-03 | 0.3s ★
  에폭 208/1000 | 손실: 0.4682 | 학습: 80.9% | 검증: 77.7% | lr: 2.00e-03 | 0.3s
